0.987688340595138	0.156434465040231
0.951056516295153	0.309016994374947
0.891006524188368	0.453990499739547
0.809016994374947	0.587785252292473
0.707106781186548	0.707106781186547
0.587785252292473	0.809016994374947
0.453990499739547	0.891006524188368
0.309016994374947	0.951056516295153
0.156434465040231	0.987688340595138
0	1
-0.156434465040231	0.987688340595138
-0.309016994374947	0.951056516295154
-0.453990499739547	0.891006524188368
-0.587785252292473	0.809016994374947
-0.707106781186547	0.707106781186548
-0.809016994374947	0.587785252292473
-0.891006524188368	0.453990499739547
-0.951056516295153	0.309016994374947
-0.987688340595138	0.156434465040231
-1	0
-0.987688340595138	-0.156434465040231
-0.951056516295153	-0.309016994374948
-0.891006524188368	-0.453990499739546
-0.809016994374947	-0.587785252292473
-0.707106781186548	-0.707106781186547
-0.587785252292473	-0.809016994374947
-0.453990499739547	-0.891006524188368
-0.309016994374948	-0.951056516295153
-0.156434465040231	-0.987688340595138
0	-1
0.156434465040231	-0.987688340595138
0.309016994374947	-0.951056516295154
0.453990499739547	-0.891006524188368
0.587785252292473	-0.809016994374947
0.707106781186547	-0.707106781186548
0.809016994374947	-0.587785252292473
0.891006524188368	-0.453990499739547
0.951056516295153	-0.309016994374948
0.987688340595138	-0.156434465040231
1	0

